frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
50,  1.97104,  0.901029,  1, 1.10642, 0, 0, 0, 1.94883, 1.91525, 0.549101, 0.0475811, 1.65741, 0.364959, 0.323623, 0.486235, 0, 0, 1.59576, 0.189266, 0.013287, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
51,  2.01126,  0.909572,  1, 1.24475, 0, 0, 0, 1.98917, 1.85501, 0.278162, 0.0475811, 1.73479, 0.595916, 0.7728, 0.409369, 0, 0, 2.0401, 1.07039, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
52,  2.05149,  0.910129,  1, 1.39911, 0, 0, 0, 2.07259, 1.94992, 0.0237642, 0, 1.73593, 0.683936, 1.47548, 0.29669, 0, 0, 1.96069, 2.46311, 0.327197, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
53,  2.09171,  0.93284,  1, 1.78731, 0.105534, 0, 0, 1.88384, 1.81203, 0.0195887, 0, 1.7162, 0.71912, 2.17059, 0.0294832, 0, 0, 1.9631, 3.84234, 0.665558, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
54,  2.13194,  0.940623,  1, 2.24783, 0.134614, 0.0803445, 0, 1.5185, 1.85072, 0.0161889, 0, 1.26398, 0.583924, 2.59192, 0.0294832, 0, 0, 2.49302, 4.28417, 0.829461, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
55,  2.17216,  0.925512,  1, 2.47452, 0.134614, 0.267614, 0, 1.22794, 1.87877, 0.114268, 0, 0.885094, 0.294006, 2.1482, 0.228884, 0, 0, 3.18334, 3.66027, 0.685741, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
56,  2.21239,  0.920988,  1, 2.25714, 0.0290795, 0.375492, 0, 1.23207, 2.2225, 0.287849, 0, 0.655846, 0.0957609, 1.44896, 0.508971, 0, 0, 3.20747, 2.41377, 0.450413, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
57,  2.25261,  0.891545,  1, 2.06814, 0, 0.295147, 0, 1.54126, 2.271, 0.348554, 0, 0.694365, 0, 2.08726, 0.508971, 0, 0, 2.32832, 1.1954, 0.405062, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
58,  2.29284,  0.887007,  1, 1.82607, 0, 0.203352, 0, 1.63168, 2.34706, 0.234287, 0, 0.477877, 0, 3.49497, 0.70305, 0, 0, 1.78045, 0.511574, 0.694064, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1
59,  2.33306,  0.888896,  1, 2.03474, 0.0119314, 0.181013, 0, 1.42709, 1.9962, 0.0607055, 0, 0.261439, 0, 4.98677, 0.422962, 0, 0.255158, 1.74647, 0.662383, 0.96364, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
60,  2.37329,  0.927133,  1, 1.65948, 0.0119314, 0.352616, 0, 1.20814, 1.93695, 0.115976, 0, 0.211841, 0.0725671, 3.33333, 1.18245, 0, 0.255158, 1.41324, 0.557788, 1.1346, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
61,  2.41351,  0.920473,  1, 1.47851, 0.0119314, 0.341619, 0, 1.09472, 1.76352, 0.372454, 0, 0.386407, 0.281508, 1.66667, 0.759486, 0, 0.255158, 0.855881, 0.472804, 0.725443, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
62,  2.45374,  0.910875,  1, 0.925479, 0, 0.258564, 0, 1.26353, 1.92739, 0.55379, 0, 0.536294, 0.512896, 0, 0.759486, 0, 0, 0.0749654, 0, 0.352834, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
63,  2.49396,  0.922898,  1, 0.819669, 0, 0.0869613, 0, 1.31537, 2.02026, 0.606891, 0, 0.607479, 0.713008, 0, 0, 0, 0, 0.0749654, 0, 0.0633253, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
64,  2.53419,  0.899845,  1, 0.726194, 0, 0.0024843, 0, 1.37694, 2.13438, 0.508854, 0, 0.633129, 0.793188, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
65,  2.57441,  0.875857,  1, 0.63394, 0, 0, 0, 1.36588, 2.28929, 0.552623, 0, 0.56427, 0.699988, 0, 0, 0, 0, 0.000971943, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
66,  2.61464,  0.825695,  1, 0.701685, 0, 0, 0, 1.37172, 2.28559, 0.68443, 0, 0.458057, 0.632221, 0, 0, 0, 0, 0.24677, 0, 0.0191855, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
67,  2.65487,  0.8285,  1, 0.814542, 0, 0.0682632, 0, 1.37685, 2.28963, 0.712062, 0, 0.433338, 0.452196, 0, 0.0166974, 0, 0, 0.24677, 0, 0.06914, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
68,  2.69509,  0.828951,  1, 1.0077, 0, 0.0682632, 0, 1.44359, 2.17375, 0.794259, 0.165249, 0.508544, 0.659109, 0, 0.0166974, 0, 0, 0.424286, 0, 0.06914, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0
69,  2.73532,  0.850892,  1, 1.02956, 0, 0.0682632, 0, 1.54051, 2.06796, 0.520162, 0.165249, 0.744913, 0.807661, 0, 0.0166974, 0, 0, 0.491647, 0.150535, 0.0499545, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0
70,  2.77554,  0.894071,  1, 0.997838, 0, 0, 0, 1.71688, 1.89349, 0.591535, 0.165249, 1.09315, 0.95903, 0, 0, 0, 0, 0.73514, 0.150535, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
71,  2.81577,  0.903363,  1, 0.922987, 0, 0, 0, 1.91506, 1.75289, 0.392163, 0, 1.45437, 0.696466, 0.0838666, 0.157044, 0, 0, 1.16599, 0.150535, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
72,  2.85599,  0.910028,  1, 1.07159, 0, 0, 0, 2.10302, 1.85685, 0.365377, 0, 1.84848, 0.343002, 1.75053, 0.157044, 0, 0, 1.46595, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
73,  2.89622,  0.926638,  1, 1.19957, 0, 0, 0, 2.22607, 1.9629, 0.186377, 0, 2.05224, 0.0825355, 2.59923, 0.292153, 0, 0, 2.01166, 0.346785, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
74,  2.93644,  0.928044,  1, 1.50767, 0, 0, 0, 2.37463, 2.13664, 0.119928, 0, 2.16668, 0, 3.24969, 0.135108, 0, 0, 2.05495, 1.24933, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
75,  2.97667,  0.921055,  1, 1.66907, 0, 0, 0, 2.4972, 2.28415, 0.190948, 0, 2.13539, 0, 2.55385, 0.384181, 0, 0, 2.0769, 1.67613, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
76,  3.01689,  0.9214,  1, 1.90665, 0, 0, 0, 2.56821, 2.45842, 0.112501, 0, 2.06389, 0.0317475, 2.97375, 0.566471, 0, 0, 2.08856, 1.81753, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0
77,  3.05712,  0.918799,  1, 2.01282, 0, 0, 0, 2.55683, 2.58961, 0.0744357, 0, 2.07038, 0.0317475, 3.21004, 0.809672, 0, 0, 2.08237, 1.93214, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0
78,  3.09734,  0.91576,  1, 2.07426, 0, 0, 0, 2.5392, 2.47348, 0.00341629, 0, 2.16106, 0.0317475, 3.48199, 0.560599, 0, 0, 1.8386, 2.33727, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0
79,  3.13757,  0.916307,  1, 1.91429, 0, 0, 0, 2.46036, 2.32675, 0.00341629, 0, 2.19495, 0.0403008, 3.64456, 0.426508, 0, 0, 1.92466, 1.89699, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
80,  3.17779,  0.912074,  1, 1.75079, 0, 0, 0, 2.32546, 2.14814, 0, 0, 2.20067, 0.160716, 3.58539, 0.183307, 0, 0, 2.05501, 0.879835, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
81,  3.21802,  0.908839,  1, 1.50765, 0, 0, 0, 2.08078, 1.93183, 0, 0, 1.94249, 0.422984, 2.4967, 0.183307, 0, 0, 2.13448, 0.0479065, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
82,  3.25824,  0.893015,  1, 1.24944, 0, 0, 0, 1.8537, 1.71492, 0.135176, 0, 1.71964, 0.521738, 1.06553, 0, 0, 0.0591886, 1.24756, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
83,  3.29847,  0.887123,  1, 0.958862, 0, 0, 0, 1.64954, 1.61426, 0.145455, 0, 1.39745, 0.501588, 0.154087, 0, 0, 0.18255, 0.470772, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
84,  3.33869,  0.89724,  1, 0.637126, 0, 0, 0, 1.53117, 1.37981, 0.245302, 0, 1.23335, 0.319964, 0, 0, 0, 0.346591, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
85,  3.37892,  0.893786,  1, 0.464103, 0, 0, 0, 1.47828, 1.17963, 0.229397, 0, 1.17588, 0.258938, 0, 0, 0, 0.481477, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
86,  3.41914,  0.879978,  1, 0.270231, 0, 0, 0, 1.49927, 1.01234, 0.432919, 0.0394884, 1.22605, 0.349553, 0, 0, 0.168359, 0.626018, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
