frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
15,  0.560673,  0.922938,  1, 0, 0, 0, 0, 2.52026, 2.23756, 0, 0.185576, 2.36747, 3.25859, 0.529791, 0, 0, 1.793, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
16,  0.600721,  0.928036,  1, 0, 0, 0, 0, 2.42589, 2.36225, 0, 0.10809, 2.31562, 3.01028, 0.435523, 0, 0, 1.624, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
17,  0.640769,  0.939016,  1, 0, 0, 0, 0, 2.29745, 2.21508, 0, 0, 2.2601, 2.85188, 0.438527, 0, 0, 1.52168, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
18,  0.680817,  0.94348,  1, 0, 0, 0, 0, 2.2071, 1.88057, 0, 0.0145732, 2.21161, 2.80305, 0.551628, 0, 0, 1.49457, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
19,  0.720865,  0.945779,  1, 0, 0, 0, 0, 2.12994, 1.87361, 0, 0.0145732, 2.11393, 2.70716, 0.347778, 0.0884234, 0, 1.54391, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
20,  0.760913,  0.945322,  1, 0, 0, 0, 0, 2.10274, 2.1208, 0, 0.0145732, 2.09253, 2.63179, 0.223914, 0.191919, 0, 1.49666, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
21,  0.800961,  0.943017,  1, 0, 0, 0, 0, 2.11189, 2.47226, 0, 0, 2.1225, 2.41247, 0.141684, 0.204268, 0, 1.43332, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
22,  0.841009,  0.943343,  1, 0, 0, 0, 0, 2.10352, 2.39552, 0, 0, 2.16903, 2.47082, 0.162155, 0.115844, 0, 1.38024, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
23,  0.881057,  0.942263,  1, 0, 0, 0, 0, 2.08434, 2.26689, 0, 0, 2.18732, 2.37207, 0.182502, 0.0220813, 0, 1.2878, 0.0482148, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
24,  0.921105,  0.944136,  1, 0, 0, 0, 0, 2.04314, 2.05854, 0, 0, 2.15482, 2.38125, 0.223183, 0.00973228, 0, 1.15591, 0.0482148, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
25,  0.961153,  0.945873,  1, 0, 0, 0, 0, 2.00924, 2.01427, 0, 0, 2.11366, 2.19626, 0.544732, 0.00973228, 0, 1.04906, 0.0482148, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
26,  1.0012,  0.943967,  1, 0, 0, 0, 0, 2.00912, 2.00167, 0, 0.0258952, 2.07943, 2.1256, 0.79926, 0.12335, 0, 1.06684, 0.0637287, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
27,  1.04125,  0.946665,  1, 0, 0, 0, 0, 1.99122, 2.08342, 0, 0.0258952, 2.02536, 2.05254, 0.855244, 0.22171, 0, 1.10744, 0.122546, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
28,  1.0813,  0.947101,  1, 0, 0, 0, 0, 1.9808, 2.06551, 0, 0.0258952, 2.05865, 1.9355, 0.752106, 0.267051, 0, 1.11507, 0.196714, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
29,  1.12135,  0.948387,  1, 0, 0, 0, 0, 1.96029, 2.0958, 0, 0, 2.02212, 1.95068, 0.717791, 0.158518, 0, 1.10837, 0.355381, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
30,  1.16139,  0.947028,  1, 0, 0, 0, 0, 1.93673, 2.04044, 0, 0, 1.98342, 2.11617, 0.641595, 0.0601583, 0, 1.09379, 0.45471, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
31,  1.20144,  0.95028,  1, 0, 0, 0, 0, 1.90022, 1.96343, 0, 0, 1.93255, 2.27976, 0.56961, 0.0148172, 0, 1.03967, 0.523597, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
32,  1.24149,  0.956465,  1, 0, 0, 0, 0, 1.90125, 1.8355, 0, 0, 1.97797, 2.22838, 0.379734, 0, 0, 0.889203, 0.530794, 0.0178053, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
33,  1.28154,  0.958001,  1, 0, 0, 0, 0, 1.96684, 1.79524, 0, 0, 2.05895, 2.13334, 0.315638, 0, 0, 0.509512, 0.673033, 0.0178053, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
34,  1.32159,  0.960841,  1, 0, 0, 0, 0, 2.0925, 1.983, 0.0450549, 0.0219021, 2.10197, 2.22509, 0.148741, 0, 0, 0.208096, 0.940168, 0.109448, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0
35,  1.36163,  0.961295,  1, 0, 0, 0, 0, 2.12742, 1.77156, 0.165736, 0.184594, 1.96655, 2.27648, 0.137561, 0, 0, 0, 1.19664, 0.105878, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0
36,  1.40168,  0.964874,  1, 0, 0, 0, 0, 2.06139, 1.57283, 0.294468, 0.338716, 1.84227, 2.24287, 0.0395032, 0, 0, 0, 1.53525, 0.313065, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
37,  1.44173,  0.964679,  1, 0, 0, 0, 0, 1.9564, 1.30696, 0.432242, 0.530771, 1.671, 2.13741, 0.0395032, 0, 0, 0, 1.67578, 0.294455, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
38,  1.48178,  0.963764,  1, 0, 0, 0.0326992, 0, 1.78645, 1.34283, 0.41299, 0.559179, 1.51727, 1.91728, 0.00609533, 0, 0, 0, 1.65847, 0.280219, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
39,  1.52183,  0.960615,  1, 0, 0, 0.0659904, 0, 1.59546, 1.41631, 0.40717, 0.443602, 1.27818, 1.64937, 0.102215, 0, 0, 0, 1.38754, 0.100867, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
40,  1.56187,  0.95323,  1, 0, 0, 0.100997, 0, 1.41343, 1.30709, 0.339888, 0.291893, 1.06679, 1.46552, 0.348793, 0, 0, 0, 1.19283, 0.207283, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
41,  1.60192,  0.955775,  1, 0, 0, 0.134431, 0, 1.37656, 1.33892, 0.358716, 0.273115, 1.00344, 1.5357, 0.482498, 0, 0, 0, 1.20234, 0.247457, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
42,  1.64197,  0.95799,  1, 0, 0, 0.191156, 0, 1.49275, 1.23625, 0.360504, 0.483504, 1.05292, 1.71008, 0.588551, 0, 0, 0, 1.31078, 0.405754, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
43,  1.68202,  0.963374,  1, 0, 0, 0.224776, 0, 1.58566, 1.45237, 0.363268, 0.720993, 1.1968, 1.76336, 0.341973, 0, 0.0186202, 0, 1.50279, 0.2367, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
44,  1.72207,  0.963365,  1, 0, 0, 0.254393, 0, 1.6503, 1.57274, 0.328575, 0.827111, 1.30456, 1.69215, 0.33916, 0, 0.0186202, 0, 1.50453, 0.288904, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
45,  1.76211,  0.963229,  1, 0, 0, 0.233225, 0, 1.62905, 1.65135, 0.26249, 0.762539, 1.37424, 1.53339, 0.136987, 0, 0.0186202, 0, 1.47046, 0.133704, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
46,  1.80216,  0.954871,  1, 0, 0, 0.208202, 0, 1.60954, 1.49968, 0.226175, 0.567949, 1.31901, 1.47634, 0.24907, 0, 0, 0, 1.37276, 0.247914, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
47,  1.84221,  0.956356,  1, 0, 0, 0.173672, 0, 1.60729, 1.52542, 0.180004, 0.453008, 1.28592, 1.52194, 0.236045, 0, 0, 0, 1.37102, 0.155536, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
48,  1.88226,  0.956416,  1, 0, 0, 0.104825, 0, 1.63487, 1.53584, 0.12139, 0.424612, 1.32193, 1.64231, 0.459758, 0, 0, 0, 1.38612, 0.124604, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
49,  1.92231,  0.958656,  1, 0, 0, 0.0612219, 0, 1.69991, 1.60022, 0.0444401, 0.499755, 1.44092, 1.73997, 0.613929, 0, 0, 0, 1.53025, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
50,  1.96235,  0.957563,  1, 0, 0, 0, 0, 1.76262, 1.61841, 0.056515, 0.428781, 1.5711, 1.79089, 0.585619, 0, 0, 0, 1.6124, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
51,  2.0024,  0.949851,  1, 0, 0, 0, 0, 1.79904, 1.725, 0.125967, 0.416529, 1.66993, 1.79749, 0.553309, 0, 0, 0, 1.71015, 0.174433, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
52,  2.04245,  0.951881,  1, 0, 0, 0, 0, 1.82069, 1.64187, 0.12092, 0.408719, 1.74682, 1.73987, 0.313824, 0, 0, 0, 1.67459, 0.417475, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
53,  2.0825,  0.949846,  1, 0, 0, 0, 0, 1.8631, 1.59072, 0.120053, 0.445113, 1.76754, 1.82239, 0.218172, 0, 0, 0, 1.63689, 0.638264, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
54,  2.12255,  0.948234,  1, 0, 0, 0, 0, 1.89855, 1.475, 0.0506009, 0.368327, 1.73515, 1.80173, 0.0935838, 0, 0, 0, 1.59128, 0.50198, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
55,  2.1626,  0.946491,  1, 0, 0, 0, 0, 1.9273, 1.60827, 0.0604396, 0.230617, 1.62865, 1.65622, 0.205435, 0, 0.0247405, 0, 1.50602, 0.261696, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
56,  2.20264,  0.952352,  1, 0, 0, 0.00779722, 0, 1.83404, 1.53722, 0.0283747, 0.111851, 1.47609, 1.51317, 0.295505, 0, 0.0247405, 0, 1.26592, 0.0409068, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
57,  2.24269,  0.955406,  1, 0, 0, 0.0205401, 0, 1.69069, 1.34794, 0.0283747, 0.0765279, 1.30425, 1.39927, 0.453498, 0, 0.0247405, 0, 0.996928, 0.0776341, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
58,  2.28274,  0.943142,  1, 0, 0, 0.0205401, 0, 1.55052, 1.11486, 0.0185361, 0.0417581, 1.20421, 1.44241, 0.314878, 0, 0, 0, 0.750721, 0.0748755, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
59,  2.32279,  0.923856,  1, 0, 0, 0.0127428, 0, 1.46493, 1.04355, 0, 0.0316061, 1.15891, 1.45828, 0.224808, 0, 0, 0.000456621, 0.799686, 0.143511, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
60,  2.36284,  0.921487,  1, 0, 0, 0.0661773, 0, 1.47612, 1.31412, 0.0432418, 0.0366919, 1.22957, 1.49692, 0.0534387, 0, 0, 0.000456621, 0.737747, 0.068635, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
61,  2.40288,  0.920141,  1, 0, 0, 0.113339, 0, 1.52992, 1.59762, 0.0432418, 0.0737191, 1.25123, 1.52077, 0.124175, 0, 0, 0.000456621, 0.928453, 0.068635, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0
62,  2.44293,  0.94087,  1, 0, 0, 0.183986, 0, 1.61403, 1.76864, 0.140068, 0.122375, 1.30872, 1.43106, 0.155268, 0, 0, 0, 1.03919, 0.135223, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0
63,  2.48298,  0.947347,  1, 0, 0, 0.197997, 0, 1.68844, 1.79802, 0.132676, 0.160462, 1.3764, 1.40065, 0.134625, 0, 0, 0, 1.38003, 0.315195, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0
64,  2.52303,  0.954866,  1, 0, 0, 0.150835, 0, 1.71604, 1.57853, 0.149669, 0.124462, 1.48571, 1.43849, 0.123988, 0, 0, 0, 1.51639, 0.4832, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0
65,  2.56308,  0.952091,  1, 0, 0, 0.0801876, 0, 1.7823, 1.44025, 0.0528431, 0.0758064, 1.5889, 1.50566, 0.119719, 0, 0, 0, 1.61592, 0.559158, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0
66,  2.60312,  0.949644,  1, 0, 0, 0, 0, 1.83889, 1.37577, 0.0169933, 0.06787, 1.63023, 1.59774, 0.271104, 0, 0, 0, 1.67465, 0.432743, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0
67,  2.64317,  0.95367,  1, 0, 0, 0, 0, 1.88921, 1.29839, 0.0467991, 0.0833528, 1.68761, 1.80117, 0.278652, 0, 0, 0, 1.6763, 0.29311, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0
68,  2.68322,  0.956046,  1, 0, 0, 0, 0, 1.90416, 1.088, 0.0488653, 0.111087, 1.80069, 1.99438, 0.333789, 0, 0, 0, 1.66744, 0.24144, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0
69,  2.72327,  0.94929,  1, 0, 0, 0, 0, 1.95354, 1.01693, 0.0488653, 0.129885, 1.85754, 2.19922, 0.324552, 0, 0, 0, 1.55878, 0.276708, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
70,  2.76332,  0.951096,  1, 0, 0, 0.0294155, 0, 2.03665, 1.29125, 0.154425, 0.170563, 1.86169, 2.12259, 0.309348, 0, 0, 0, 1.52958, 0.263985, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
71,  2.80336,  0.951178,  1, 0, 0, 0.0294155, 0, 2.02735, 1.80944, 0.210894, 0.283155, 1.71042, 1.99993, 0.313451, 0, 0, 0, 1.44957, 0.152659, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
72,  2.84341,  0.948822,  1, 0, 0, 0.0294155, 0, 1.92078, 1.90548, 0.218466, 0.306139, 1.5836, 1.73459, 0.259497, 0, 0, 0, 1.41, 0.104128, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
73,  2.88346,  0.943605,  1, 0, 0, 0, 0, 1.76547, 1.82033, 0.066107, 0.379783, 1.48523, 1.55869, 0.290706, 0, 0, 0, 1.24733, 0.0884794, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
74,  2.92351,  0.942421,  1, 0, 0, 0, 0, 1.64523, 1.55709, 0.00757239, 0.388417, 1.43403, 1.36784, 0.204642, 0, 0, 0, 1.08242, 0.040294, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
75,  2.96356,  0.937829,  1, 0, 0, 0, 0, 1.57759, 1.52446, 0, 0.411749, 1.36255, 1.27094, 0.166006, 0, 0, 0, 1.07012, 0.0952883, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
76,  3.0036,  0.955016,  1, 0, 0, 0, 0.152659, 1.55543, 1.63261, 0, 0.350492, 1.33647, 1.21841, 0.125397, 0, 0.0176465, 0, 1.10085, 0.0952883, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0
77,  3.04365,  0.957993,  1, 0, 0, 0, 0.208743, 1.59036, 1.83513, 0.0210057, 0.329433, 1.31604, 1.2128, 0.125397, 0, 0.0580198, 0, 1.28189, 0.168452, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0
78,  3.0837,  0.960523,  1, 0, 0, 0, 0.236182, 1.63941, 1.92812, 0.0251379, 0.30329, 1.31114, 1.12024, 0.0430439, 0, 0.063187, 0, 1.37008, 0.17128, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0
79,  3.12375,  0.95959,  1, 0, 0, 0.0124022, 0.132328, 1.56844, 1.87704, 0.0251379, 0.233714, 1.22904, 1.08341, 0.0628881, 0, 0.0455404, 0, 1.35077, 0.17128, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0
80,  3.1638,  0.957143,  1, 0, 0, 0.0124022, 0.0762442, 1.47695, 1.73515, 0.00413226, 0.152908, 1.16103, 1.14813, 0.477612, 0, 0.0051672, 0.066168, 1.02696, 0.0981165, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0
81,  3.20384,  0.949124,  1, 0, 0, 0.0124022, 0.0488053, 1.28857, 1.49741, 0, 0.0470954, 1.06787, 1.21578, 0.671949, 0, 0, 0.249571, 0.575761, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0
82,  3.24389,  0.923417,  1, 0, 0, 0, 0, 1.21904, 1.33714, 0, 0.0470954, 1.0203, 1.17958, 0.98828, 0, 0, 0.41426, 0.293648, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0
83,  3.28394,  0.921724,  1, 0, 0, 0, 0, 1.18423, 1.20828, 0, 0, 1.01395, 1.17524, 0.798902, 0.0384392, 0, 0.472841, 0.224739, 0.0605058, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
84,  3.32399,  0.930216,  1, 0, 0, 0.0174099, 0, 1.20494, 1.15333, 0, 0, 1.00258, 1.18973, 0.899835, 0.0384392, 0, 0.495187, 0.200332, 0.0605058, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
85,  3.36404,  0.93606,  1, 0, 0, 0.0174099, 0, 1.24253, 1.03945, 0, 0.0574813, 1.0374, 1.15504, 0.61869, 0.0384392, 0, 0.420494, 0.199601, 0.0605058, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
86,  3.40408,  0.93716,  1, 0, 0, 0.0174099, 0, 1.25796, 1.04176, 0, 0.221965, 1.00156, 1.08527, 0.59281, 0, 0, 0.295745, 0.192375, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
87,  3.44413,  0.952635,  1, 0, 0, 0.0634181, 0, 1.33672, 1.18692, 0.0472363, 0.271767, 1.14181, 1.19162, 0.400406, 0.0663584, 0, 0.0899964, 0.341147, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
88,  3.48418,  0.966033,  1, 0, 0, 0.0920636, 0, 1.49018, 1.36144, 0.0614291, 0.489404, 1.33162, 1.57653, 0.302332, 0.0663584, 0, 0, 0.83605, 0.0341617, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
89,  3.52423,  0.964903,  1, 0, 0, 0.10186, 0, 1.70015, 1.53054, 0.0614291, 0.672541, 1.68406, 1.8715, 0.102866, 0.141287, 0.0326952, 0, 1.3224, 0.0784249, 0.00698664, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0
