frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
30,  1.16888,  0.943881,  1, 0.0592633, 0, 0, 2.00053, 0.304187, 2.44868, 1.11818, 0.950637, 0.632067, 1.0421, 0.0393134, 0.252451, 1.06082, 0.114776, 0.690379, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
31,  1.20919,  0.944616,  1, 0.131853, 0, 0, 2.27357, 0.204764, 2.09205, 1.15163, 0.949778, 0.682157, 1.04216, 0.0393134, 0.258119, 1.09349, 0.163377, 0.818893, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
32,  1.24949,  0.943704,  1, 0.21603, 0, 0, 2.43172, 0.103442, 1.69487, 1.13676, 0.861644, 0.680105, 1.00885, 0.162946, 0.238627, 0.921506, 0.19009, 0.895666, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
33,  1.2898,  0.941794,  1, 0.321786, 0, 0, 2.58888, 0.0153128, 1.54909, 1.14716, 0.868828, 0.661116, 0.956573, 0.15407, 0.395661, 0.979947, 0.255738, 0.80127, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
34,  1.33011,  0.944047,  1, 0.300407, 0, 0, 2.60626, 0.0105333, 1.55519, 1.1434, 0.786039, 0.642171, 0.923127, 0.15407, 0.364768, 0.969795, 0.259086, 0.694903, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
35,  1.37041,  0.943354,  1, 0.21913, 0, 0, 2.55469, 0.0116791, 1.61142, 1.14377, 0.816508, 0.660744, 0.877769, 0.107008, 0.267638, 1.10011, 0.279209, 0.709704, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
36,  1.41072,  0.946629,  1, 0.194363, 0, 0, 2.46241, 0.0114953, 1.56979, 1.17603, 0.792033, 0.657517, 0.914854, 0.211981, 0.178464, 1.07878, 0.264403, 0.714988, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
37,  1.45103,  0.945197,  1, 0.214159, 0, 0, 2.56408, 0.00114585, 1.62125, 1.20231, 0.816461, 0.62677, 0.894324, 0.297512, 0.12679, 1.0855, 0.251756, 0.818598, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
38,  1.49133,  0.941633,  1, 0.270063, 0, 0, 2.59224, 0, 1.5838, 1.25585, 0.86807, 0.593365, 0.93619, 0.302661, 0.0726567, 1.08046, 0.217453, 0.822494, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
39,  1.53164,  0.944022,  1, 0.252402, 0, 0, 2.52256, 0.00194982, 1.64555, 1.22217, 0.839384, 0.585183, 0.960276, 0.212294, 0.00479743, 1.05812, 0.218043, 0.871944, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
40,  1.57195,  0.945211,  1, 0.259844, 0, 0, 2.38212, 0.0246957, 1.65049, 1.21921, 0.854659, 0.580921, 1.04115, 0.225292, 0.0329681, 0.924701, 0.204771, 0.923466, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
41,  1.61225,  0.946766,  1, 0.216654, 0, 0, 2.32317, 0.0327365, 1.66819, 1.23308, 0.783103, 0.625883, 1.08114, 0.230568, 0.0329681, 0.779643, 0.198942, 0.883763, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
42,  1.65256,  0.942384,  1, 0.285286, 0, 0, 2.37684, 0.0311125, 1.46726, 1.25083, 0.772662, 0.619251, 1.09498, 0.199556, 0.0329681, 0.682241, 0.21522, 0.805707, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
43,  1.69286,  0.945224,  1, 0.300648, 0, 0, 2.40186, 0.0234059, 1.43267, 1.23279, 0.779329, 0.668534, 1.09215, 0.13281, 0.112574, 0.738802, 0.235635, 0.694421, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
44,  1.73317,  0.943911,  1, 0.31861, 0, 0, 2.39244, 0.027001, 1.52008, 1.17935, 0.822085, 0.65976, 1.10742, 0.134012, 0.181909, 0.816692, 0.272229, 0.725905, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
45,  1.77348,  0.943525,  1, 0.323776, 0, 0, 2.35538, 0.0536941, 1.60022, 1.18815, 0.942116, 0.687808, 1.11687, 0.148044, 0.343096, 0.981742, 0.298906, 0.707738, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
46,  1.81378,  0.944634,  1, 0.336126, 0, 0, 2.36369, 0.0799511, 1.63544, 1.23714, 0.924906, 0.632598, 1.12977, 0.116261, 0.344104, 1.0752, 0.312027, 0.716887, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
47,  1.85409,  0.946592,  1, 0.323911, 0, 0, 2.26915, 0.0978265, 1.61054, 1.25263, 0.968695, 0.605126, 1.15928, 0.0262526, 0.396328, 1.14858, 0.353669, 0.731743, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
48,  1.8944,  0.946796,  1, 0.272319, 0, 0, 2.32766, 0.0822103, 1.59535, 1.29899, 0.907267, 0.581196, 1.23891, 0.0656788, 0.389823, 1.05333, 0.374616, 0.679991, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
49,  1.9347,  0.942199,  1, 0.202306, 0, 0, 2.28999, 0.0881259, 1.61614, 1.31608, 1.00334, 0.614581, 1.31476, 0.0656788, 0.332162, 0.946738, 0.405988, 0.633481, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
50,  1.97501,  0.940724,  1, 0.121683, 0, 0, 2.30556, 0.13683, 1.53469, 1.36482, 1.04521, 0.712022, 1.41457, 0.0656788, 0.300029, 0.926116, 0.392869, 0.436222, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
51,  2.01531,  0.95595,  1, 0.0361487, 0, 0, 2.27899, 0.356075, 1.55885, 1.2566, 1.14116, 0.980394, 1.4998, 0, 0.269412, 1.06337, 0.535694, 0.325825, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0
52,  2.05562,  0.968009,  1, 0, 0, 0, 2.36863, 0.554542, 1.63162, 1.14149, 1.1727, 1.20209, 1.55545, 0.0635862, 0.314284, 1.16747, 0.708944, 0.226962, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0
53,  2.09593,  0.966359,  1, 0, 0, 0, 2.33617, 0.695531, 1.72752, 0.998677, 1.22491, 1.39629, 1.59285, 0.0635862, 0.359891, 1.16484, 0.925399, 0.249631, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0
54,  2.13623,  0.965742,  1, 0, 0, 0, 2.27061, 0.670462, 1.76548, 0.965215, 1.24609, 1.39311, 1.54452, 0.0645487, 0.422385, 1.15038, 1.05748, 0.19175, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0
55,  2.17654,  0.966239,  1, 0, 0, 0, 2.07024, 0.650839, 1.65656, 0.950338, 1.25705, 1.38897, 1.54101, 0.000962517, 0.515698, 1.10903, 1.12883, 0.0958335, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
56,  2.21685,  0.967211,  1, 0.0276568, 0, 0, 2.12018, 0.665494, 1.61566, 0.962702, 1.24564, 1.37906, 1.67156, 0.00400903, 0.637636, 1.09854, 1.17779, 0.00531621, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
57,  2.25715,  0.967688,  1, 0.0276568, 0, 0, 2.15725, 0.68027, 1.58098, 0.959478, 1.22799, 1.37505, 1.7579, 0.0283068, 0.601543, 1.13229, 1.15288, 0.00531621, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
58,  2.29746,  0.967144,  1, 0.0607148, 0, 0, 2.2239, 0.712288, 1.52244, 0.958353, 1.17455, 1.44925, 1.89554, 0.0283068, 0.563502, 1.1552, 1.18563, 0.00531621, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
59,  2.33776,  0.968727,  1, 0.0970713, 0, 0, 2.18265, 0.749382, 1.49317, 0.95083, 1.18821, 1.51954, 1.84475, 0.0252603, 0.484651, 1.1915, 1.20605, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
60,  2.37807,  0.967471,  1, 0.160327, 0, 0, 2.15911, 0.817264, 1.39782, 1.02323, 1.16364, 1.53275, 1.94198, 0, 0.621917, 1.01533, 1.23193, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
61,  2.41838,  0.968527,  1, 0.194567, 0, 0, 2.10625, 0.845388, 1.24876, 1.07655, 1.26096, 1.50774, 1.88443, 0, 0.634722, 0.890894, 1.25079, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
62,  2.45868,  0.969749,  1, 0.193046, 0, 0, 2.07561, 0.862296, 1.13793, 1.15567, 1.20771, 1.42545, 1.8647, 0.0296989, 0.590499, 0.689198, 1.19818, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
63,  2.49899,  0.971562,  1, 0.204056, 0, 0, 1.91793, 0.878273, 1.10014, 1.17943, 1.19518, 1.45404, 1.78036, 0.104169, 0.453163, 0.812829, 1.12409, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
64,  2.5393,  0.97172,  1, 0.183323, 0, 0, 1.91295, 0.925558, 1.1549, 1.21302, 1.09649, 1.44269, 1.82403, 0.169218, 0.378391, 0.931595, 1.09297, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
65,  2.5796,  0.969978,  1, 0.15282, 0, 0, 1.87914, 0.942112, 1.16778, 1.21621, 1.07936, 1.46053, 1.82869, 0.173518, 0.349665, 1.07936, 1.17255, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
66,  2.61991,  0.969586,  1, 0.115739, 0, 0, 1.96638, 0.918916, 1.24006, 1.07794, 1.13652, 1.42362, 1.87958, 0.207095, 0.460249, 1.04775, 1.36958, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
67,  2.66021,  0.966189,  1, 0.078284, 0, 0, 1.98417, 0.849934, 1.1866, 0.862269, 1.12968, 1.41388, 1.86894, 0.258666, 0.582419, 1.04281, 1.54707, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
68,  2.70052,  0.964731,  1, 0.092436, 0, 0, 1.96743, 0.853086, 1.26878, 0.697753, 1.25387, 1.44324, 1.92712, 0.455659, 0.80615, 1.06332, 1.60351, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
69,  2.74083,  0.967659,  1, 0.0829946, 0, 0, 1.99641, 0.882414, 1.37327, 0.744617, 1.15858, 1.45547, 1.80862, 0.607655, 0.587037, 1.25152, 1.38471, 0.0613002, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0
70,  2.78113,  0.974181,  1, 0.0738842, 0, 0, 2.0578, 0.92621, 1.59294, 0.864545, 1.0986, 1.48941, 1.57687, 0.723492, 0.370768, 1.37006, 1.05416, 0.293388, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0
71,  2.82144,  0.973391,  1, 0.0277429, 0, 0, 2.23337, 0.881188, 1.79884, 0.881094, 0.845019, 1.49564, 1.25649, 0.631758, 0.0418675, 1.38634, 0.789277, 0.57797, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0
72,  2.86175,  0.972954,  1, 0, 0, 0, 2.31273, 0.823132, 1.94118, 0.86894, 0.729722, 1.5013, 1.05704, 0.557452, 0, 1.27052, 0.610903, 0.761969, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0
73,  2.90205,  0.9718,  1, 0, 0, 0, 2.29352, 0.77645, 2.01265, 0.816192, 0.652709, 1.50632, 1.06731, 0.436882, 0, 1.2313, 0.58742, 0.77558, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0
74,  2.94236,  0.972245,  1, 0, 0, 0, 2.1926, 0.770755, 1.88734, 0.757959, 0.803209, 1.45838, 1.24632, 0.297623, 0.0208258, 1.17294, 0.723416, 0.513225, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0
75,  2.98267,  0.967154,  1, 0, 0, 0, 2.03017, 0.784949, 1.72879, 0.614116, 0.946669, 1.43885, 1.41451, 0.111886, 0.0543784, 1.07475, 0.967785, 0.267925, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0
76,  3.02297,  0.970975,  1, 0, 0, 0, 1.9196, 0.791703, 1.66194, 0.508445, 1.12605, 1.41921, 1.49498, 0, 0.156604, 1.02713, 1.20013, 0.0222274, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
77,  3.06328,  0.973625,  1, 0, 0, 0, 1.79483, 0.793686, 1.64254, 0.422139, 1.15077, 1.42757, 1.47448, 0, 0.139031, 1.14227, 1.35409, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
78,  3.10358,  0.974909,  1, 0, 0, 0, 1.81104, 0.781049, 1.74067, 0.443703, 1.17081, 1.38525, 1.43117, 0, 0.154262, 1.2458, 1.48241, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
79,  3.14389,  0.976236,  1, 0, 0, 0, 1.79358, 0.759688, 1.91271, 0.498477, 1.11371, 1.37355, 1.32839, 0.00434937, 0.0804363, 1.24432, 1.48479, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
80,  3.1842,  0.975621,  1, 0, 0, 0, 1.92696, 0.756283, 1.9674, 0.639683, 1.12351, 1.38375, 1.34185, 0.0879369, 0.231854, 1.18473, 1.4302, 0.0128926, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
81,  3.2245,  0.976178,  1, 0, 0, 0, 1.96387, 0.802709, 2.00566, 0.73361, 1.26259, 1.43506, 1.46598, 0.18307, 0.380814, 1.17264, 1.45593, 0.0128926, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
82,  3.26481,  0.97427,  1, 0, 0, 0, 2.09422, 0.840024, 1.87115, 0.80113, 1.41843, 1.4118, 1.57793, 0.307011, 0.43745, 1.1952, 1.49529, 0.0128926, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
83,  3.30512,  0.973385,  1, 0, 0, 0, 2.06503, 0.826892, 1.95487, 0.897134, 1.47587, 1.41235, 1.56248, 0.324101, 0.306795, 1.14362, 1.5113, 0.0649328, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
84,  3.34542,  0.974444,  1, 0, 0, 0, 2.1208, 0.767146, 1.8945, 0.9575, 1.35928, 1.36102, 1.57037, 0.427037, 0.222416, 1.10003, 1.46469, 0.0680553, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
